episode,total_reward,score,steps,epsilon
75,-11.4,0,141,0.6832098777212641
76,-11.040000000000001,0,105,0.6797938283326578
77,-11.360000000000001,0,137,0.6763948591909945
78,-11.690000000000001,0,170,0.6730128848950395
79,-10.44,0,45,0.6696478204705644
80,-10.34,0,35,0.6662995813682115
81,-10.56,0,57,0.6629680834613705
82,-12.919999999999982,0,293,0.6596532430440636
83,-13.179999999999977,0,319,0.6563549768288433
84,-12.56999999999999,0,258,0.653073201944699
85,-12.259999999999996,0,227,0.6498078359349755
86,-10.0,0,1,0.6465587967553006
87,-10.25,0,26,0.6433260027715241
88,-10.21,0,22,0.6401093727576664
89,-10.290000000000001,0,30,0.6369088258938781
90,-10.98,0,99,0.6337242817644086
91,-10.88,0,89,0.6305556603555866
92,-10.68,0,69,0.6274028820538087
93,-12.05,0,206,0.6242658676435396
94,-10.690000000000001,0,70,0.6211445383053219
95,-10.83,0,84,0.6180388156137953
96,-10.620000000000001,0,63,0.6149486215357263
97,-10.940000000000001,0,95,0.6118738784280476
98,-12.269999999999996,0,228,0.6088145090359074
99,-11.120000000000001,0,113,0.6057704364907278
100,-10.65,0,66,0.6027415843082742
101,-10.3,0,31,0.5997278763867329
102,-13.05999999999998,0,307,0.5967292370047992
103,-10.81,0,82,0.5937455908197752
104,-10.0,0,1,0.5907768628656763
105,-10.780000000000001,0,79,0.5878229785513479
106,-12.030000000000001,0,204,0.5848838636585911
107,-13.609999999999967,0,362,0.5819594443402982
108,-10.51,0,52,0.5790496471185967
109,-12.57999999999999,0,259,0.5761543988830038
110,-12.369999999999994,0,238,0.5732736268885887
111,-13.539999999999969,0,355,0.5704072587541458
112,-13.859999999999962,0,387,0.567555222460375
113,-10.98,0,99,0.5647174463480732
114,-11.700000000000001,0,171,0.5618938591163328
115,-11.09,0,110,0.5590843898207511
116,-10.99,0,100,0.5562889678716474
117,-10.41,0,42,0.5535075230322891
118,-10.52,0,53,0.5507399854171277
119,-10.63,0,64,0.547986285490042
120,-10.92,0,93,0.5452463540625918
121,-10.59,0,60,0.5425201222922789
122,-10.3,0,31,0.5398075216808175
123,-14.259999999999954,0,427,0.5371084840724134
124,-18.10999999999987,0,812,0.5344229416520513
125,-10.65,0,66,0.531750826943791
126,-10.33,0,34,0.5290920728090721
127,-11.16,0,117,0.5264466124450268
128,-10.56,0,57,0.5238143793828016
129,-13.169999999999977,0,318,0.5211953074858876
130,-15.479999999999928,0,549,0.5185893309484582
131,-10.0,0,1,0.5159963842937159
132,-10.370000000000001,0,38,0.5134164023722473
133,-10.67,0,68,0.510849320360386
134,-10.21,0,22,0.5082950737585841
135,-12.179999999999998,0,219,0.5057535983897912
136,-12.08,0,209,0.5032248303978422
137,-10.98,0,99,0.500708706245853
138,-12.209999999999997,0,222,0.4982051627146237
139,-10.98,0,99,0.49571413690105054
140,-10.700000000000001,0,71,0.4932355662165453
141,-10.24,0,25,0.4907693883854626
142,-10.83,0,84,0.4883155414435353
143,-11.56,0,157,0.4858739637363176
144,-11.750000000000002,0,176,0.483444593917636
145,-10.0,0,1,0.4810273709480478
146,-11.41,0,142,0.47862223409330756
147,-11.340000000000002,0,135,0.47622912292284103
148,-10.99,0,100,0.4738479773082268
149,-13.419999999999972,0,343,0.47147873742168567
150,-13.229999999999976,0,324,0.46912134373457726
151,-10.8,0,81,0.46677573701590436
152,-10.49,0,50,0.46444185833082485
153,-10.27,0,28,0.46211964903917074
154,-11.860000000000001,0,187,0.4598090507939749
155,-10.11,0,12,0.457510005540005
156,-10.530000000000001,0,54,0.45522245551230495
157,-10.0,0,1,0.4529463432347434
158,-11.870000000000001,0,188,0.4506816115185697
159,-10.0,0,1,0.4484282034609769
160,-10.18,0,19,0.446186062443672
161,-10.5,0,51,0.4439551321314536
162,-12.199999999999998,0,221,0.4417353564707963
163,-10.92,0,93,0.43952667968844233
164,-10.89,0,90,0.43732904629000013
165,-10.690000000000001,0,70,0.4351424010585501
166,-10.73,0,74,0.43296668905325736
167,-10.6,0,61,0.43080185560799106
168,-10.71,0,72,0.4286478463299511
169,-10.67,0,68,0.42650460709830135
170,-10.81,0,82,0.42437208406280985
171,-10.57,0,58,0.4222502236424958
172,-10.43,0,44,0.42013897252428334
173,-11.030000000000001,0,104,0.4180382776616619
174,-15.439999999999928,0,545,0.4159480862733536
175,-11.4,0,141,0.41386834584198684
176,-10.35,0,36,0.4117990041127769
177,-11.88,0,189,0.40974000909221303
178,-10.31,0,32,0.40769130904675194
179,-13.269999999999975,0,328,0.40565285250151817
180,-10.49,0,50,0.4036245882390106
181,-10.290000000000001,0,30,0.4016064652978155
182,-10.55,0,56,0.3995984329713264
183,-11.820000000000002,0,183,0.3976004408064698
184,-10.15,0,16,0.39561243860243744
185,-11.950000000000001,0,196,0.3936343764094253
186,-10.790000000000001,0,80,0.39166620452737816
187,-10.2,0,21,0.3897078735047413
188,-10.13,0,14,0.3877593341372176
189,-11.590000000000002,0,160,0.3858205374665315
190,-10.3,0,31,0.38389143477919885
191,-10.290000000000001,0,30,0.3819719776053028
192,-13.719999999999965,0,373,0.3800621177172763
193,-10.18,0,19,0.37816180712868996
194,-10.91,0,92,0.37627099809304654
195,-10.57,0,58,0.3743896431025813
196,-11.610000000000001,0,162,0.37251769488706843
197,-10.81,0,82,0.3706551064126331
198,-10.56,0,57,0.36880183088056995
199,-11.15,0,116,0.3669578217261671
200,-13.03999999999998,0,305,0.36512303261753626
201,-10.31,0,32,0.3632974174544486
202,-10.67,0,68,0.3614809303671764
203,-10.59,0,60,0.3596735257153405
204,-12.08,0,209,0.3578751580867638
205,-10.450000000000001,0,46,0.35608578229633
206,-10.34,0,35,0.3543053533848483
207,-11.770000000000001,0,178,0.35253382661792404
208,-10.290000000000001,0,30,0.3507711574848344
209,-10.99,0,100,0.34901730169741024
210,-11.030000000000001,0,104,0.3472722151889232
211,-11.100000000000001,0,111,0.3455358541129786
212,-10.290000000000001,0,30,0.3438081748424137
213,-10.27,0,28,0.3420891339682016
214,-10.34,0,35,0.3403786882983606
215,-11.08,0,109,0.3386767948568688
216,-11.96,0,197,0.33698341088258443
217,-11.47,0,148,0.3352984938281715
218,-11.430000000000001,0,144,0.33362200135903064
219,-10.870000000000001,0,88,0.33195389135223546
220,-12.99999999999998,0,301,0.3302941218954743
221,-13.98999999999996,0,400,0.32864265128599696
222,-10.11,0,12,0.326999438029567
223,-11.4,0,141,0.3253644408394192
224,-12.06,0,207,0.3237376186352221
225,-13.04999999999998,0,306,0.322118930542046
226,-10.12,0,13,0.32050833588933575
227,-10.24,0,25,0.31890579420988907
228,-10.84,0,85,0.3173112652388396
229,-10.620000000000001,0,63,0.3157247089126454
230,-10.31,0,32,0.3141460853680822
231,-12.199999999999998,0,221,0.3125753549412418
232,-10.17,0,18,0.31101247816653554
233,-13.299999999999974,0,331,0.30945741577570285
234,-11.120000000000001,0,113,0.3079101286968243
235,-12.629999999999988,0,264,0.3063705780533402
236,-10.15,0,16,0.30483872516307353
237,-10.860000000000001,0,87,0.3033145315372582
238,-10.52,0,53,0.3017979588795719
239,-10.33,0,34,0.30028896908517405
240,-10.96,0,97,0.2987875242397482
241,-12.000000000000002,0,201,0.29729358661854943
242,-11.020000000000001,0,103,0.29580711868545667
243,-11.270000000000001,0,128,0.2943280830920294
244,-15.949999999999918,0,596,0.29285644267656924
245,-10.8,0,81,0.2913921604631864
246,-11.340000000000002,0,135,0.28993519966087045
247,-11.14,0,115,0.2884855236625661
248,-10.75,0,76,0.28704309604425327
249,-10.5,0,51,0.285607880564032
250,-11.3,0,131,0.28417984116121187
251,-11.510000000000002,0,152,0.2827589419554058
252,-11.010000000000002,0,102,0.28134514724562876
253,-10.98,0,99,0.2799384215094006
254,-12.09,0,210,0.27853872940185365
255,-10.450000000000001,0,46,0.27714603575484437
256,-11.350000000000001,0,136,0.2757603055760701
257,-11.810000000000002,0,182,0.2743815040481898
258,-10.0,0,1,0.2730095965279488
259,-10.780000000000001,0,79,0.27164454854530906
260,-12.020000000000001,0,203,0.2702863258025825
261,-11.420000000000002,0,143,0.2689348941735696
262,-11.73,0,174,0.26759021970270175
263,-12.06,0,207,0.2662522686041882
264,-10.0,0,1,0.2649210072611673
265,-11.15,0,116,0.26359640222486147
266,-10.35,0,36,0.26227842021373715
267,-10.790000000000001,0,80,0.2609670281126685
268,-13.699999999999966,0,371,0.25966219297210513
269,-10.91,0,92,0.2583638820072446
270,-10.51,0,52,0.2570720625972084
271,-10.290000000000001,0,30,0.25578670228422234
272,-10.25,0,26,0.25450776877280124
273,-10.33,0,34,0.2532352299289372
274,-12.09,0,210,0.2519690537792925
275,-11.260000000000002,0,127,0.2507092085103961
276,-10.700000000000001,0,71,0.2494556624678441
277,-10.65,0,66,0.24820838415550486
278,-10.66,0,67,0.24696734223472733
279,-10.63,0,64,0.2457325055235537
280,-12.99999999999998,0,301,0.24450384299593592
281,-11.440000000000001,0,145,0.24328132378095624
282,-10.0,0,1,0.24206491716205145
283,-13.46999999999997,0,348,0.2408545925762412
284,-10.57,0,58,0.23965031961336
285,-10.26,0,27,0.2384520680152932
286,-10.61,0,62,0.23725980767521673
287,-12.239999999999997,0,225,0.23607350863684065
288,-14.039999999999958,0,405,0.23489314109365644
289,-10.75,0,76,0.23371867538818816
290,-11.780000000000001,0,179,0.23255008201124722
291,-11.180000000000001,0,119,0.231387331601191
292,-10.55,0,56,0.23023039494318503
293,-10.450000000000001,0,46,0.2290792429684691
294,-11.280000000000001,0,129,0.22793384675362674
295,-10.51,0,52,0.22679417751985861
296,-10.24,0,25,0.22566020663225933
297,-11.120000000000001,0,113,0.22453190559909803
298,-10.0,0,1,0.22340924607110255
299,-11.170000000000002,0,118,0.22229219984074702
300,-10.63,0,64,0.2211807388415433
301,-11.23,0,124,0.22007483514733558
302,-10.98,0,99,0.2189744609715989
303,-10.620000000000001,0,63,0.2178795886667409
304,-10.19,0,20,0.2167901907234072
305,-10.42,0,43,0.21570623976979014
306,-10.23,0,24,0.21462770857094118
307,-10.58,0,59,0.21355457002808648
308,-10.98,0,99,0.21248679717794605
309,-10.67,0,68,0.21142436319205632
310,-10.24,0,25,0.21036724137609603
311,-10.59,0,60,0.20931540516921554
312,-10.290000000000001,0,30,0.20826882814336947
313,-10.21,0,22,0.20722748400265262
314,-10.96,0,97,0.20619134658263935
315,-12.129999999999999,0,214,0.20516038984972615
316,-10.59,0,60,0.2041345879004775
317,-10.16,0,17,0.2031139149609751
318,-10.540000000000001,0,55,0.20209834538617025
319,-12.449999999999992,0,246,0.2010878536592394
320,-10.16,0,17,0.2000824143909432
321,-12.06,0,207,0.19908200231898848
322,-10.42,0,43,0.19808659230739353
323,-12.020000000000001,0,203,0.19709615934585656
324,-12.349999999999994,0,236,0.19611067854912728
325,-16.119999999999912,0,613,0.19513012515638165
326,-12.98999999999998,0,300,0.19415447453059972
327,-10.21,0,22,0.19318370215794672
328,-12.209999999999997,0,222,0.192217783647157
329,-10.0,0,1,0.1912566947289212
330,-12.010000000000002,0,202,0.1903004112552766
331,-10.530000000000001,0,54,0.18934890919900021
332,-13.93999999999996,0,395,0.18840216465300522
